115.,855.
245.,605.
215.,845.
295.,595.
255.,85.
185.,675.
195.,775.
285.,575.
315.,755.
325.,225.
85.,815.
155.,965.
295.,255.
165.,655.
335.,595.
435.,1135.
325.,735.
295.,215.
275.,285.
335.,495.
265.,895.
315.,215.
345.,625.
265.,805.
425.,1065.
325.,985.
405.,355.
275.,935.
305.,705.
85.,855.
405.,845.
235.,565.
365.,555.
285.,925.
275.,585.
235.,575.
195.,855.
245.,695.
375.,565.
225.,735.
195.,745.
415.,845.
365.,525.
305.,765.
405.,385.
305.,665.
365.,455.
215.,745.
325.,875.
255.,355.
355.,555.
265.,755.
285.,735.
285.,215.
285.,305.
295.,855.
415.,835.
325.,1025.
125.,765.
175.,755.
365.,1035.
195.,785.
395.,515.
255.,885.
175.,675.
265.,335.
105.,905.
275.,725.
305.,655.
345.,1045.
315.,655.
255.,695.
335.,935.
315.,945.
435.,1185.
105.,885.
135.,845.
395.,375.
495.,505.
235.,895.
415.,855.
295.,205.
135.,735.
195.,875.
205.,635.
265.,835.
85.,915.
165.,835.
125.,735.
175.,615.
75.,835.
295.,245.
375.,765.
235.,535.
295.,845.
135.,755.
355.,585.
145.,895.
235.,935.
195.,815.
355.,545.
145.,685.
95.,855.
155.,725.
445.,1205.
275.,825.
365.,815.
235.,605.
315.,505.
375.,865.
365.,585.
395.,465.
365.,615.
115.,765.
275.,75.
285.,655.
295.,795.
245.,585.
245.,955.
285.,635.
425.,635.
125.,955.
275.,745.
235.,835.
335.,605.
355.,635.
115.,745.
255.,615.
125.,905.
265.,315.
145.,645.
185.,735.
255.,725.
135.,815.
255.,875.
245.,245.
305.,935.
225.,945.
345.,585.
175.,785.
385.,765.
225.,485.
395.,605.
255.,655.
415.,485.
405.,375.
135.,725.
225.,825.
315.,935.
355.,765.
295.,325.
215.,715.
275.,555.
405.,655.
195.,715.
385.,515.
215.,575.
405.,625.
305.,225.
415.,395.
225.,755.
305.,345.
255.,915.
295.,275.
185.,875.
315.,745.
385.,595.
325.,965.
225.,865.
255.,75.
105.,895.
215.,775.
205.,645.
195.,755.
385.,815.
85.,865.
365.,505.
205.,865.
215.,945.
